,timestamp,header,text
19,2016-11-02 23:26:03,,"Cubs 6-6 Indians, top of the 9th
It?s raining in Cleveland! 
Ross draws a lead off walk and is replaced by Chris Coughlan, who is significantly faster than Grandpa, who is now, officially retired. Heyward is next."
18,2016-11-02 23:26:34,,"John Keefe 
(@JohnWKeefe)
Hang on to your hat. This ain't no Super Bore!@LengelDavid

November 3, 2016


You ain?t just whistling Dixie!"
17,2016-11-02 23:28:00,,"Cubs 6-6 Indians, top of the 9th
It?s 2-2 - there?s no bunting now - Coglhlan is going but it?s fouled off!"
16,2016-11-02 23:28:54,,"Cubs 6-6 Indians, top of the 9th
A blistering line drive down the line by Heyward...foul! Still 2-2."
15,2016-11-02 23:30:08,,"Cubs 6-6 Indians, top of the 9th
Allen throws over to Coghlan at first. Heyward wastes another one. His pitch count is nearly 30. Where is Shaw warming in the pen?"
14,2016-11-02 23:31:00,,"Cubs 6-6 Indians, top of the 9th
Drums beat at progressive Field, hearts beat harder. Allen continues to check the runner at first."
13,2016-11-02 23:33:13,,"Cubs 6-6 Indians, top of the 9th
Heyward grounds to second - could this be two? Kipnis flips to Lindor, but he?s taken out by Coghlan and Heyward is on thanks to a fielders choice. 
Francona is challenging the slide - it?s a little off line but to me, not enough to call the double play. A bit late, but not illegal."
12,2016-11-02 23:35:39,Confusion,"The umps get together - but ultimately, it?s Heyward at first because the slide is deemed legal. 
That means one out, a runner on, Baez coming up, Allen is heading out, Shaw is coming in. 
I feel like I?ve been waiting for him my entire life."
11,2016-11-02 23:36:36,,"For those interested, here?s the ex-Yankee fan enjoying the game. 



MLB GIFS 
(@MLBGIFs)
.@KingJames approves.#WorldSeries #Game7 on @MLBONFOX pic.twitter.com/vjuKK59qMo

November 3, 2016"
10,2016-11-02 23:40:51,,"Cubs 6-6 Indians, top of the 9th
It?s 3-1 to Baez. Pitch, and there goes Heyward! Gomes throws it away - Heyward is on his horse - he?s going to third! 
Stolen base, E-2 (catcher) and a fly ball restores the lead for the Cubs! Can Baez deliver?
Michael Martinez is in to play right field Guyer moves to left."
9,2016-11-02 23:42:02,,"Cubs 6-6 Indians, top of the 9th
Baez shows bunt and fouls it off! What? Are you serious? Maddon is having a very bad night to say the absolute very least. 
Two down!
Now it?s down to Fowler who has had a heck of a night for the Cubs - three hits."
8,2016-11-02 23:44:05,,"Cubs 6-6 Indians, top of the 9th
Fowler, weekly hit but deep in the infield hole up the middle - Lindor, RANGING TO HIS LEFT - he has it, makes the throw - IN TIME! INNING OVER! WOW!!!
And now a run for Cleveland will crown them champions for the first time since 1948, and here comes Aroldis Chapman back out to try and tame the top of the Tribe order!"
7,2016-11-02 23:45:22,,"Cubs 6-6 Indians, bottom of the 9th
Here we go! Carlos Santana is first to face Chapman!"
6,2016-11-02 23:47:04,,"Cubs 6-6 Indians, bottom of the 9th
It?s 3-1 to Santana...
The Cubs bullpen is up. Lefty Mike Montgomery is throwing."
5,2016-11-02 23:48:49,,"Cubs 6-6 Indians, bottom of the 9th
Santana lifts slider into left field, easy for Zobrist - one down. Kipnis is next."
4,2016-11-02 23:49:35,,"Cubs 6-6 Indians, bottom of the 9th
Kipnis, down the right field line - slicing...FOUL! It?s 1-2."
3,2016-11-02 23:50:30,,"Cubs 6-6 Indians, bottom of the 9th
The count is full to Jason Kipnis. The crowd is up, loud and ready. Will they get what they want?"
2,2016-11-02 23:52:15,,"Cubs 6-6 Indians, bottom of the 9th
High heat - 98MPH - Kipnis can?t catch up with it - it?s his second strikeout of the night and now it?s up to Francisco Lindor."
1,2016-11-02 23:53:13,,"Cubs 6-6 Indians, bottom of the 9th
Lindor pops out gently to right, and, well, of course we are going to extra innings, right? 
UN-REAL."
0,2016-11-02 23:55:54,,"Just to recap
The Cubs were just four outs away from a World Series title when lightning struck - Rajai Davis? two-run line-drive home run to left field tied this game up, all off Aroldis Chapman. And so we?re still in the midst of a heart stopping Game 7 of the World Series.
It?s all true. 
You know what else is true? It?s raining in Cleveland and the tarps are coming out. I can?t believe I am writing that."
188,2016-11-02 23:58:30,,"For my next trick...
I will be belly-flopping across the tarp. 
The umps are saying they don?t want rain to decide this game so they?ll wait it out. They expect to finish this game based on radar."
187,2016-11-03 00:01:13,,"Monday 27 October 2008 
It was Game 5 of the World Series in Philadelphia where the Phillies were trying to clinch against the AL Champion Tampa Bay Rays, managed by Joe Maddon. Rain fell and fell and the game was suspended in the top of the sixth inning.
That game wasn?t resumed until Wednesday, an unprecedented move. 
What about now?"
186,2016-11-03 00:05:43,,"A-Rod
Alex Rodriguez has been telling anyone who would listen over the past few days that Chapman is a routine guy, who likes to work clean ninth innings and that Maddon was playing with fire. A-Rod, A-Genius (rimshot)."
185,2016-11-03 00:07:30,,"Chapman
FOX TV in the US is saying that Chapman was crying as he left the dugout. His season is surely done after the break, which could be ending at 12:15 EST. How about Shaw? Is he done?"
184,2016-11-03 00:10:43,,"Martin McVeigh 
(@MJMcVeigh)
@LengelDavid Somewhere in Hollywood a scriptwriter just put down a deposit on a new Mustang

November 3, 2016"
183,2016-11-03 00:14:28,"WE'RE BACK! Cubs 6-6 Indians, top of the 10th","Schwarber steps in and promptly takes Shaw to right field, beating the shift for a lead-off base hit! He?s removed for a pinch runner after his third hit of the ninth. 
Albert Almora Jr is now standing at first and Bryant is at the plate!"
182,2016-11-03 00:15:44,,"Cubs 6-6 Indians, top of the 10th
It?s 2-2 to Bryant. The crowd are eerily quiet..."
181,2016-11-03 00:18:49,,"Cubs 6-6 Indians, top of the 10th
Bryant skies DEEP TO CENTER, at the wall - Davis makes the catch - Almora tags - great base running! Now Rizzo is walked intentionally, and here is Zobrist batting with runners on first and second and one out."
180,2016-11-03 00:19:38,,"Cubs 6-6 Indians, top of the 10th
Zobrist is down in the count - it?s 1-2!"
179,2016-11-03 00:21:05,"RUN! Cubs 7-6 Indians, top of the 10th","He wastes a pitch and then goes opposite field! Base hit, here comes Almora around to score - Cubs lead!"
178,2016-11-03 00:23:20,,"Cubs 7-6 Indians, top of the 10th
Can the Cubs get that insurance run? Addison Russell is intentionally walked - so it?s bases loaded and one out for the pinch-hitting Miguel Montero"
177,2016-11-03 00:24:19,"RUN! Cubs 8-6 Indians, top of the 10th",YES THEY CAN! Montero delivers a pinch hit RBI knock and the Cubs are suddenly up two!
176,2016-11-03 00:25:46,,"Cubs 8-6 Indians, top of the 10th
Here comes Tito to get Shaw, who may or may not have been affected by the rain delay."
175,2016-11-03 00:28:15,,"Cubs 8-6 Indians, top of the 10th
So the bases are still loaded, there is still one out and now here comes Trevor Bauer, a starter who knows a thing or two about relieving, as he started the season in the bullpen and has been a sort of Swiss Army knife for Francona. Heyward at the playte."
174,2016-11-03 00:30:33,,"Cubs 8-6 Indians, top of the 10th
Heyward swings at a pitch barely out of the hand of Bauer and it?s 0-2. Another ball in the dirt and Heyward can?t help himself again - strike three, two down. Here is Baez.
There are some big runs on those bases."
173,2016-11-03 00:32:07,,"Cubs 8-6 Indians, top of the 10th
Baez, a huge cut on a 1-1 95MPH fastball. Can Bauer get past the Cubs second baseman and keep their lead at two?"
172,2016-11-03 00:33:16,,"John Keefe 
(@JohnWKeefe)
Keep all sharp objects, including Swiss Army knife references, away from Bauer. @LengelDavid

November 3, 2016


Very sharp reply!"
171,2016-11-03 00:34:28,,"Cubs 8-6 Indians, top of the 10th
Baez skies to center, easy for Davis, and the Cubs are THREE OUTS AWAY!
Can they hold on this time? And who is going to pitch for Chicago?"
170,2016-11-03 00:36:44,,"Cubs 8-6 Indians, bottom of the 10th
Carl Edwards Jr comes on to try and save this World Series for the Cubs, just as Joe Maddon drew it up. Napoli is first."
169,2016-11-03 00:38:27,,"Cubs 8-6 Indians, bottom of the 10th
He?s 25 and was a 48th round draft pick - now he has the first out of the biggest inning in franchise history.
Napoli goes down on strikes! THE CUBS ARE TWO OUTS AWAY! Here is Jose Ramirez."
168,2016-11-03 00:38:43,,"Cubs 8-6 Indians, bottom of the 10th
It?s o-2 to Ramirez!"
167,2016-11-03 00:39:38,,"Cubs 8-6 Indians, bottom of the 10th
Now it?s 2-2.
Cleveland need that bloop, then a blast...but they will settle for a walk and a blast."
166,2016-11-03 00:40:23,,"Cubs 8-6 Indians, bottom of the 10th
Ground ball to short - Russell has it, fires to first - two down! 
The Cubs are one out away and it?s all up to Guyer for Cleveland!"
165,2016-11-03 00:40:56,,"Cubs 8-6 Indians, bottom of the 10th
It?s 2-0 to Guyer...did you think this was going to be easy?"
164,2016-11-03 00:41:26,,"Cubs 8-6 Indians, bottom of the 10th
It?s 3-0. Think he?s going to take this pitc?"
163,2016-11-03 00:42:04,,"Cubs 8-6 Indians, bottom of the 10th
Right down Broadway - 3-1."
162,2016-11-03 00:43:38,,"Cubs 8-6 Indians, bottom of the 10th
BALL FOUR! Here comes Rajai Davis, who seems to have some sort of penchant for the dramatic - he represents the tying run, just as he did in the eighth. Pitching coach Chris Bosio is on for a chat. Now he?s gone - here we go."
161,2016-11-03 00:45:16,"RUN! Cubs 8-7 Indians, bottom of the 10th","Davis - a line drive base hit to center, Guyer, who had taken second on defensive indifference comes around to score! We have ourselves a one-run ballgame!"
160,2016-11-03 00:46:58,,"Cubs 8-7 Indians, bottom of the 10th
That will do it for Edwards Jr - here comes Mike Montgomery to get the hardest out. Breathe everyone, breathe."
159,2016-11-03 00:47:25,,"eric sondheimer 
(@latsondheimer)
Wouldn't it be something if Trevor Bauer and Mike Montgomery end up as the final pitchers tonight in relief. Hart High teammates.

November 3, 2016"
158,2016-11-03 00:48:32,CUBS WIN!,The Chicago Cubs have won the World Series for the first time since 1908!
157,2016-11-03 00:51:02,"Cubs 8-7 Indians, Final","Mike Martinez? grounder lands into the glove of Kris Bryant - he fires to first in time and THE IMPOSSIBLE HAS FINALLY HAPPENED!
After 108 years, countless heartbreak, and generations of fans living without witnessing their team win a title, the drought is over!"
156,2016-11-03 00:52:57,,"It happened, Chicago it happened we did it we?re World Champions! I can?t believe it...I can?t even put it into words...we?re in the books, this team is in history together we?re brothers forever! 
-Anthony Rizzo"
155,2016-11-03 00:54:00,,"John Halton 
(@IWalkTheHill)
@Guys_page @LengelDavid @GdnUSsports For Cubs fans the answer is obvious. But was this the greatest baseball game ever? #FlyTheW

November 3, 2016


It?s gonna be up there!"
154,2016-11-03 00:56:11,,"How about that? I mean (shaking his head) I?ve seen the guys and the coaches and the players who have been through it all, and the fans...it?s unbelievable, to be a part of this, I don?t have words to really tell you how I feel about this, I think it?s all surreal. 
-Jon Lester"
153,2016-11-03 01:05:58,It happened!,"It wouldn?t have been the same if Chicago steamrolled over Cleveland. 
It needed to be hard earned, they needed to be pressed to the limit. The Cubs needed to climb out of a 3-1 hole, because if you?re going to undo 108 years of history, it has to come in a unique way. They had to blow a 5-1 lead. They had to watch their nearly flawless closer melt down. They had to bring on a pair of back-end roster relievers to pull it out. 
It?s not that the trauma validates the achievement - a championship is a championship, as a sweep or in seven. But for this franchise, the lovable losers, it had to be tedious, heart-stopping and dramatic for the drought to end in a way that felt right 
And it did. 
Congratulations to the Cubs, and the Cleveland Indians, who put baseball on top and turned October and November a into in festival of the game."
152,2016-11-03 01:11:32,It's over!,"The Cubs will wake up as champions for the first time in more than a century, and Cleveland fans, who should be proud of this ballclub, will begin to pick up the pieces. The season is over, winter is coming and months will pass before the carousel starts up for another round. It?s been a historic playoffs - thank for following it with us. Stay tuned for more World Series coverage, but for now, thanks for reading, and wherever you are, good morning, good afternoon and goodnight. 




Cubs win first World Series title since 1908 after beating Indians in Game 7






 


Read more"
151,2016-11-03 07:10:45,,"World Series 2016 Game 7: Chicago Cubs beat Cleveland Indians ? in pictures






 


Read more"
150,2016-11-03 07:10:53,,"Chicago Cubs end most storied title drought in American sporting folklore






 


Read more"
